k00	f00	Ankunft_HH	Abfahrt_HH
2252366	1	1	0
2252505	1	1	0
2260416	1	1	0
2260549	1	1	0
2260731	1	1	0
2260732	1	1	0
2260928	2	1	0
2261143	1	1	0
2261325	1	1	0
2261410	1	1	0
2270613	1	1	0
2271012	1	1	0
2271021	1	1	0
2271021	4	1	0
2271021	6	1	0
2271341	5	1	0
2271344	1	1	0
2272235	2	1	0
2272459	6	1	0
2272554	2	1	0
2272555	1	1	0
2272561	1	1	0
2272561	3	1	0
2272753	1	1	0
2272772	2	1	0
2272840	1	1	0
2273102	3	1	0
2280121	1	1	0
2280130	1	1	0
2280303	2	1	0
2280366	2	1	0
2280463	1	1	0
2280709	1	1	0
2280730	2	1	0
2280837	10	1	0
2280961	3	1	0
2281075	1	1	0
2281254	3	1	0
2281332	1	1	0
2281334	3	1	0
2281365	8	1	0
2281511	4	1	0
2281619	1	1	0
2281713	3	1	0
2282166	2	1	0
2282322	3	1	0
2291074	1	1	0
2291213	5	1	0
2291435	2	1	0
2291435	5	1	0
2291533	3	1	0
2291868	2	1	0
2291910	3	1	0
2291949	1	1	0
2292344	2	1	0
2292423	1	1	0
2292443	1	1	0
2292452	1	1	0
2310320	1	1	0
2310444	2	1	0
2310514	4	1	0
2330138	1	1	0
2330258	1	1	0
2330518	2	1	0
2330731	3	1	0
2340244	1	1	0
2340275	4	1	0
2340464	1	1	0
2340468	1	1	0
2340553	11	1	0
2340557	2	1	0
2340922	1	1	0
2341373	4	1	0
2350153	2	1	0
2350453	1	1	0
2350672	1	1	0
2351345	2	1	0
2351638	1	1	0
2351672	2	1	0
2352640	2	1	0
2352952	3	1	0
2353016	1	1	0
2353258	1	1	0
2353258	5	1	0
2353336	1	1	0
2353338	2	1	0
2353340	4	1	0
2353419	2	1	0
2353421	1	1	0
2353526	1	1	0
2353526	4	1	0
2353526	6	1	0
2353527	1	1	0
2353622	2	1	0
2353645	1	1	0
2353940	1	1	0
2354252	1	1	0
2354640	1	1	0
2360458	1	1	0
2360917	1	1	0
2361171	2	1	0
2361320	1	1	0
2361675	1	1	0
2361725	4	1	0
2361727	1	1	0
2361828	2	1	0
2361975	2	1	0
2362201	1	1	0
2362503	2	1	0
2362507	1	1	0
2370366	2	1	0
2370366	6	1	0
2370366	8	1	0
2370744	2	1	0
2370932	1	1	0
2371170	1	1	0
2371455	1	1	0
2371614	4	1	0
2371620	3	1	0
2371630	1	1	0
2371734	1	1	0
2371858	4	1	0
2371864	2	1	0
2372551	3	1	0
2372701	1	1	0
2372703	1	1	0
2372706	2	1	0
2372710	2	1	0
2372824	1	1	0
2372828	1	1	0
2372925	1	1	0
2380448	1	1	0
2381460	9	1	0
2381503	3	1	0
2381527	1	1	0
2381527	3	1	0
2390556	6	1	0
2390635	3	1	0
2390704	2	1	0
2390729	1	1	0
2391334	5	1	0
2391402	1	1	0
2391536	1	1	0
2391718	2	1	0
2391829	1	1	0
2400238	2	1	0
2400342	1	1	0
2400451	2	1	0
2400973	2	1	0
2401239	4	1	0
2401266	1	1	0
2401359	1	1	0
2401541	1	1	0
2401607	2	1	0
2410124	2	1	0
2410125	2	1	0
2410244	3	1	0
2410244	5	1	0
2410244	9	1	0
2410752	2	1	0
2410810	1	1	0
2410818	1	1	0
2410832	1	1	0
2411062	3	1	0
2411063	7	1	0
2411270	1	1	0
2411270	4	1	0
2411610	1	1	0
2412034	3	1	0
2412034	8	1	0
2412050	2	1	0
2412232	2	1	0
2412536	2	1	0
2412536	4	1	0
2420101	5	1	0
2420101	9	1	0
2420127	1	1	0
2420211	2	1	0
2420211	5	1	0
2420620	2	1	0
2420654	1	1	0
2420658	2	1	0
2421141	1	1	0
2421541	3	1	0
2421711	5	1	0
2421809	2	1	0
2421911	3	1	0
2422008	1	1	0
2422070	3	1	0
2422309	1	1	0
2422331	2	1	0
2422511	4	1	0
2422561	3	1	0
2422636	1	1	0
2422636	4	1	0
2422852	1	1	0
2422906	1	1	0
2430119	6	1	0
2430367	1	1	0
2430368	7	1	0
2430474	2	1	0
2430474	4	1	0
2430553	1	1	0
2430561	2	1	0
2450144	2	1	0
