k00	f00	Ankunft_HH	Abfahrt_HH
2130219	2	1	1
2130219	3	1	1
2130219	4	0	1
2130233	1	0	1
2130404	1	1	1
2130404	2	1	1
2130404	3	1	1
2130404	4	1	1
2130404	5	1	1
2130404	6	1	1
2130404	7	1	1
2130538	1	0	1
2130556	2	0	1
2130656	1	1	1
2130656	2	1	1
2130708	1	0	1
2130709	1	1	1
2130709	2	1	1
2130709	3	1	1
2130709	4	1	1
2130852	1	1	1
2130852	2	1	1
2130951	1	1	1
2130951	2	1	1
2130951	3	1	1
2131166	1	1	1
2131166	2	1	1
2131166	3	1	1
2131166	4	1	1
2131166	5	1	1
2131310	1	1	1
2131310	2	1	1
2131321	2	0	1
2140163	1	0	1
2140163	6	1	1
2140163	7	1	1
2140163	8	1	1
2140163	9	1	1
2140163	10	1	1
2140163	11	1	1
2140163	12	0	1
2140221	3	0	1
2140248	2	1	1
2140248	3	1	1
2140248	4	1	1
2140248	5	0	1
2140248	9	0	1
2140425	1	1	1
2140425	2	1	1
2140528	1	1	1
2140528	2	1	1
2140533	1	1	1
2140533	2	1	1
2140659	1	1	1
2140659	2	1	1
2140671	1	1	1
2140671	2	1	1
2140674	1	1	1
2140674	2	1	1
2140674	3	1	1
2140674	4	1	1
2140675	1	1	1
2140815	1	1	1
2140815	2	0	1
2140815	4	1	1
2140815	5	1	1
2140815	6	1	1
2140836	1	1	1
2140836	2	1	1
2140847	1	1	1
2140847	2	1	1
2140847	3	1	1
2140847	4	1	1
2140966	1	1	1
2140966	2	1	1
2140966	3	1	1
2141040	1	1	1
2141040	2	1	1
2141053	1	1	1
2141053	2	1	1
2141068	1	1	1
2141068	2	1	1
2141258	1	1	1
2141258	2	1	1
2141258	3	1	1
2141258	4	1	1
2141341	1	1	1
2141341	2	1	1
2141341	3	1	1
2141341	4	1	1
2141341	5	1	1
2141341	6	1	1
2141341	7	1	1
2141341	8	1	1
2141341	9	1	1
2141341	10	1	1
2141341	11	1	1
2141508	1	1	1
2141508	2	1	1
2141508	3	1	1
2141773	1	1	1
2141773	2	1	1
2141773	3	1	1
2141773	4	1	1
2141773	5	1	1
2141773	6	1	1
2141773	7	1	1
2141774	1	1	1
2141774	2	1	1
2141774	3	1	1
2141774	4	1	1
2141774	5	1	1
2141848	2	1	1
2141848	3	1	1
2141848	4	0	1
2141848	6	0	1
2141905	1	0	1
2141913	1	1	1
2141913	2	1	1
2141913	3	1	1
2141913	4	1	1
2141913	5	1	1
2141913	6	1	1
2141913	7	1	1
2141913	8	1	1
2141913	9	1	1
2141913	10	1	1
2141913	11	1	1
2141913	12	0	1
2141918	1	1	1
2141918	2	1	1
2141918	3	1	1
2141918	4	1	1
2141918	5	1	1
2141932	1	1	1
2141932	2	1	1
2141932	3	1	1
2141932	4	1	1
2141932	5	1	1
2141932	6	1	1
2141932	7	1	1
2141932	8	1	1
2141932	9	1	1
2141932	10	1	1
2141933	1	0	1
2141940	1	1	1
2141940	2	1	1
2141940	3	1	1
2141940	4	1	1
2141940	5	1	1
2141940	6	1	1
2141940	7	1	1
2141940	8	1	1
2141940	9	1	1
2141940	10	1	1
2141940	11	1	1
2141940	12	0	1
2141958	1	1	1
2141958	2	1	1
2141970	1	1	1
2142327	1	1	1
2142327	2	1	1
2142340	1	1	1
2142340	2	1	1
2142369	2	1	1
2142369	3	1	1
2142607	1	0	1
2142611	1	1	1
2142611	2	1	1
2142611	3	1	1
2142611	4	1	1
2142661	2	0	1
2142661	4	0	1
2142705	1	1	1
2142705	2	1	1
2142705	3	1	1
2142705	4	1	1
2142809	1	1	1
2142809	2	1	1
2142821	2	0	1
2142932	1	1	1
2142932	2	1	1
2143027	1	1	1
2143027	2	1	1
2143110	2	0	1
2150146	1	0	1
2150146	3	0	1
2150146	5	0	1
2150242	2	0	1
2150258	1	0	1
2150266	1	1	1
2150266	2	1	1
2150267	1	1	1
2150267	2	1	1
2150537	1	1	1
2150537	2	1	1
2150537	3	1	1
2150635	3	0	1
2150728	1	1	1
2150728	2	1	1
2150767	1	1	1
2150767	2	1	1
2150767	3	1	1
2150767	4	1	1
2150767	5	1	1
2150767	6	1	1
2150767	7	1	1
2150767	8	1	1
2150767	9	1	1
2150767	10	1	1
2150767	11	1	1
2150767	12	0	1
2150818	1	0	1
2150903	1	1	1
2150903	2	1	1
2150904	2	0	1
2150922	1	1	1
2150922	2	1	1
2150922	3	1	1
2150922	4	1	1
2150922	5	1	1
2150922	6	1	1
2150928	1	1	1
2150928	2	1	1
2150929	1	1	1
2150929	2	1	1
2151032	1	1	1
2151032	2	0	1
2151535	1	1	1
2151535	2	1	1
2151535	3	1	1
2151535	4	1	1
2151537	2	0	1
2151555	1	1	1
2151555	2	1	1
2151555	3	1	1
2151555	4	1	1
2151555	5	1	1
2151555	6	1	1
2151555	7	1	1
2151618	2	0	1
2151637	1	1	1
2151637	2	1	1
2151639	1	1	1
2151639	2	1	1
2151657	1	1	1
2151657	2	1	1
2151657	3	1	1
2151657	4	1	1
2151745	1	1	1
2151745	2	1	1
2151749	2	0	1
2151759	1	1	1
2151759	2	1	1
2151760	1	1	1
2151760	2	1	1
2151760	3	1	1
2152156	2	0	1
2152221	2	0	1
2152310	1	0	1
2152503	2	0	1
2160148	2	0	1
2160204	1	1	1
2160204	2	1	1
2160233	1	0	1
2160418	1	1	1
2160418	2	1	1
2160418	3	1	1
2160418	4	1	1
2160418	5	1	1
2160418	6	1	1
2160418	7	1	1
2160418	8	1	1
2160418	9	1	1
2160418	10	1	1
2160418	11	1	1
2160418	12	0	1
2160472	1	1	1
2160472	2	1	1
2160472	3	1	1
2160742	2	0	1
2160764	1	1	1
2160764	2	1	1
2160801	1	1	1
2160801	2	1	1
2160801	3	1	1
2160801	4	1	1
2160801	5	1	1
2160801	6	1	1
2160801	7	1	1
2160801	8	1	1
2160801	9	1	1
2160801	10	1	1
2160801	11	1	1
2160801	12	0	1
2160804	2	0	1
2160826	1	0	1
2160965	1	1	1
2160965	2	1	1
2160965	3	1	1
2160965	4	1	1
2160966	1	1	1
2160966	2	1	1
2160966	3	1	1
2160966	4	1	1
2160969	1	1	1
2160969	2	1	1
2161006	1	0	1
2161006	9	1	1
2161021	1	1	1
2161021	2	1	1
2161021	3	0	1
2161021	5	1	1
2161101	1	1	1
2161101	2	1	1
2161101	3	1	1
2161101	4	1	1
2161101	5	1	1
2161101	6	1	1
2161101	7	1	1
2161105	2	1	1
2161105	3	1	1
2161105	4	0	1
2161167	1	0	1
2161203	1	1	1
2161203	2	1	1
2161209	2	0	1
2161673	1	1	1
2161673	2	1	1
2161673	3	1	1
2161673	4	1	1
2161673	5	1	1
2161673	6	1	1
2161766	1	1	1
2161766	2	1	1
2161766	3	1	1
2161766	4	1	1
2161810	1	1	1
2161810	2	0	1
2161810	4	1	1
2161810	5	1	1
2161810	6	1	1
2161811	1	0	1
2161820	3	0	1
2161875	1	1	1
2161875	2	1	1
2161903	1	1	1
2161903	2	1	1
2161934	2	0	1
2161936	2	0	1
2161972	1	1	1
2161972	2	1	1
2162055	1	1	1
2162055	2	1	1
2162207	1	1	1
2162207	2	1	1
2162207	3	1	1
2162207	4	1	1
2162242	1	0	1
2162272	2	0	1
2162470	1	1	1
2162470	2	1	1
2162501	1	1	1
2162501	2	1	1
2162501	3	1	1
2162501	4	1	1
2162501	5	1	1
2162501	6	1	1
2162501	7	1	1
2162501	8	1	1
2162501	9	1	1
2162501	10	1	1
2162501	11	1	1
2162501	12	0	1
2162523	1	1	1
2162523	2	1	1
2162524	1	1	1
2162524	2	1	1
2162524	3	1	1
2162538	2	0	1
2162610	1	1	1
2162610	2	1	1
2170242	1	1	1
2170242	2	1	1
2170242	3	1	1
2170242	4	1	1
2170242	5	1	1
2170242	6	1	1
2170359	1	1	1
2170359	2	1	1
2170360	1	1	1
2170360	2	1	1
2170365	1	1	1
2170365	2	1	1
2170626	2	0	1
2170758	1	1	1
2170758	2	1	1
2170758	3	1	1
2170758	4	1	1
2170763	1	1	1
2170763	2	1	1
2170763	3	1	1
2170831	3	1	1
2170831	4	0	1
2170974	4	0	1
2171161	2	1	1
2171161	3	1	1
2171161	4	1	1
2171161	5	1	1
2171161	6	0	1
2171251	1	1	1
2171251	2	1	1
2171306	1	0	1
2171307	1	1	1
2171307	2	1	1
2171307	3	1	1
2171307	4	1	1
2171307	5	1	1
2171307	6	1	1
2171307	7	1	1
2171307	8	1	1
2171317	1	1	1
2171317	2	1	1
2171356	1	1	1
2171356	2	1	1
2171356	3	1	1
2171356	4	1	1
2171356	5	1	1
2171356	6	1	1
2171356	7	1	1
2171356	8	1	1
2171664	1	1	1
2171664	2	1	1
2171707	5	1	1
2171707	6	1	1
2171707	7	1	1
2171707	8	0	1
2171750	2	0	1
2171905	1	1	1
2171905	2	1	1
2171905	3	1	1
2171905	4	1	1
2171905	5	1	1
2171905	6	1	1
2171931	2	0	1
2171962	2	0	1
2172028	1	1	1
2172028	2	1	1
2172203	1	1	1
2172203	2	1	1
2172203	3	1	1
2172203	4	1	1
2172203	5	1	1
2172203	6	0	1
2172203	8	1	1
2172232	1	0	1
2172234	1	1	1
2172234	2	1	1
2172234	3	1	1
2172234	4	1	1
2172234	5	1	1
2172234	6	1	1
2172234	7	1	1
2172242	1	1	1
2172242	2	1	1
2172242	3	1	1
2172302	1	0	1
2172440	1	0	1
2172440	5	1	1
2172440	6	1	1
2172440	7	1	1
2172440	8	1	1
2172440	9	1	1
2172440	10	1	1
2172440	11	1	1
2172440	12	0	1
2172441	1	1	1
2172441	2	1	1
2172441	3	1	1
2172441	4	1	1
2172442	1	1	1
2172442	2	1	1
2172454	2	0	1
2172471	1	1	1
2172471	2	1	1
2172471	3	1	1
2172471	4	1	1
2172471	5	1	1
2172471	6	1	1
2172527	1	1	1
2172527	2	1	1
2172527	3	1	1
2172527	4	1	1
2172530	1	1	1
2172530	2	1	1
2172650	1	1	1
2172650	2	1	1
2172650	3	1	1
2172651	1	1	1
2172651	2	1	1
2172651	3	1	1
2172651	4	1	1
2172658	1	1	1
2172658	2	1	1
2172665	2	0	1
2172738	1	1	1
2172738	2	1	1
2172739	1	1	1
2172739	2	1	1
2172739	3	1	1
2172739	4	1	1
2172826	1	1	1
2172826	2	1	1
2172826	3	1	1
2172826	4	1	1
2173002	1	1	1
2173002	2	1	1
2173002	3	0	1
2173069	1	1	1
2173069	2	1	1
2173070	1	1	1
2173070	2	1	1
2173105	2	0	1
2173109	1	1	1
2173109	2	1	1
2173205	2	0	1
2173334	1	1	1
2173334	2	1	1
2173334	3	1	1
2173352	1	1	1
2173352	2	1	1
2173352	3	1	1
2173352	4	1	1
2173352	5	1	1
2173352	6	1	1
2173352	7	1	1
2173352	8	1	1
2173373	3	0	1
2173405	1	1	1
2173405	2	1	1
2173405	3	1	1
2173405	4	1	1
2173550	1	1	1
2173565	2	1	1
2173565	3	1	1
2173565	4	1	1
2173565	5	0	1
2173570	1	1	1
2173570	2	1	1
2173813	1	1	1
2173816	2	0	1
2173817	1	1	1
2173817	2	1	1
2173955	1	1	1
2173955	2	1	1
2174129	1	1	1
2174129	2	1	1
2180270	1	0	1
2180337	1	1	1
2180337	2	1	1
2180337	3	1	1
2180337	4	1	1
2180337	5	1	1
2180337	6	1	1
2180337	7	1	1
2180353	1	0	1
2180406	1	1	1
2180406	2	1	1
2180406	3	1	1
2180406	4	1	1
2180425	2	0	1
2200118	1	1	1
2200118	2	1	1
2200119	1	1	1
2200354	1	1	1
2200354	2	1	1
2200354	3	1	1
2200354	4	1	1
2200354	5	1	1
2200355	1	0	1
2200470	2	0	1
2210433	1	0	1
2210439	1	1	1
2210439	2	1	1
2210472	1	1	1
2210473	1	0	1
2210874	1	1	1
2210874	2	0	1
2211104	1	1	1
2211104	2	1	1
2211216	1	0	1
2211557	1	0	1
2220110	1	0	1
2220211	1	0	1
2220233	1	1	1
2220233	2	1	1
2220243	1	0	1
2220243	4	1	1
2220243	5	0	1
2220252	2	0	1
2220253	2	0	1
2220836	1	1	1
2220836	2	1	1
2221436	3	1	1
2221436	4	1	1
2221436	5	1	1
2221436	6	1	1
2221436	7	0	1
2221620	3	0	1
2221633	1	1	1
2221633	2	1	1
2221633	3	1	1
2221633	4	1	1
2221708	2	0	1
2221933	1	1	1
2221933	2	1	1
2221933	3	0	1
2221940	1	1	1
2221940	2	1	1
2222147	1	1	1
2222147	2	0	1
2222147	7	1	1
2222170	2	0	1
2222171	1	0	1
2222204	1	0	1
2222204	3	1	1
2222204	4	1	1
2222227	3	0	1
2222237	2	0	1
2222238	1	1	1
2222238	2	1	1
2222238	3	1	1
2222238	4	1	1
2222268	1	0	1
2222337	1	1	1
2222337	2	1	1
2222337	3	1	1
2222337	4	1	1
2222337	5	1	1
2222337	6	1	1
2222337	7	1	1
2222337	8	1	1
2222337	9	1	1
2222337	10	1	1
2222337	11	1	1
2222345	1	1	1
2222345	2	0	1
2222354	1	1	1
2222354	2	1	1
2222738	2	0	1
2223022	2	1	1
2223022	3	0	1
2223030	1	1	1
2223030	2	1	1
2223034	1	0	1
2223036	1	1	1
2223036	2	1	1
2223037	1	1	1
2223037	2	1	1
2223037	3	1	1
2223037	4	1	1
2223037	5	1	1
2223037	6	1	1
2223037	7	1	1
2223073	1	1	1
2223073	2	1	1
2223073	3	1	1
2223073	4	1	1
2223103	1	1	1
2223103	2	1	1
2223103	3	1	1
2223103	4	1	1
2223103	5	1	1
2223141	1	1	1
2223141	2	1	1
2223173	1	1	1
2223173	2	1	1
2223212	1	1	1
2223212	2	1	1
2223212	3	1	1
2223212	4	1	1
2223212	5	1	1
2223212	6	1	1
2223212	7	1	1
2223212	8	1	1
2223212	9	1	1
2223217	1	0	1
2223221	1	0	1
2223229	1	1	1
2223229	2	1	1
2223275	1	1	1
2223341	1	1	1
2223341	2	1	1
2223341	3	1	1
2223415	1	1	1
2223415	2	1	1
2223418	1	1	1
2223418	2	1	1
2223418	3	1	1
2223418	4	1	1
2223418	5	1	1
2223418	6	1	1
2223516	1	1	1
2223516	2	1	1
2223520	2	0	1
2223550	1	1	1
2223550	2	1	1
2223660	1	1	1
2223660	2	1	1
2223660	3	1	1
2223660	4	1	1
2223660	5	1	1
2223660	6	1	1
2223760	1	0	1
2223760	3	1	1
2223775	1	1	1
2223775	2	1	1
2223775	3	1	1
2223775	4	1	1
2223775	5	1	1
2223775	6	1	1
2223775	7	1	1
2223775	8	1	1
2223775	9	1	1
2224033	2	1	1
2224033	3	1	1
2224033	4	0	1
2224074	1	1	1
2224074	2	1	1
2224074	3	1	1
2224074	4	1	1
2224074	5	1	1
2224127	3	1	1
2224127	4	0	1
2224441	1	1	1
2224441	2	1	1
2224441	3	1	1
2224441	4	1	1
2224443	1	0	1
2224443	3	1	1
2224443	4	1	1
2224448	1	0	1
2224448	3	0	1
2224457	1	1	1
2224457	2	1	1
2224457	3	1	1
2224457	4	1	1
2224457	5	1	1
2224457	6	1	1
2224457	7	1	1
2224458	3	0	1
2224527	1	0	1
2224527	3	1	1
2224527	4	1	1
2224545	1	1	1
2224545	2	1	1
2224545	3	1	1
2224545	4	1	1
2224612	6	0	1
2230119	1	0	1
2230119	3	1	1
2230119	4	1	1
2230119	5	1	1
2230119	6	1	1
2230121	1	1	1
2230121	2	1	1
2230205	1	1	1
2230205	2	1	1
2230205	3	1	1
2230205	4	1	1
2230205	5	1	1
2230205	6	1	1
2230254	1	0	1
2230317	1	0	1
2230317	3	1	1
2230317	4	1	1
2230317	5	1	1
2230356	1	0	1
2230519	2	0	1
2230559	3	0	1
2230565	2	0	1
2230566	1	1	1
2230755	1	1	1
2230755	2	0	1
2231040	1	1	1
2231040	2	1	1
2231040	3	1	1
2231040	4	1	1
2231040	5	1	1
2231040	6	0	1
2231040	9	1	1
2231111	2	0	1
2231208	1	1	1
2231208	2	1	1
2231208	3	1	1
2231208	4	1	1
2231208	5	1	1
2231208	6	1	1
2231208	7	1	1
2231208	8	1	1
2231227	1	1	1
2231265	1	1	1
2231265	2	1	1
2231265	3	1	1
2231265	4	1	1
2231813	1	0	1
2231825	1	1	1
2231825	2	1	1
2231825	3	1	1
2231825	4	1	1
2231825	5	1	1
2231825	6	1	1
2231925	1	0	1
2231941	1	1	1
2231941	2	1	1
2232022	1	1	1
2232022	2	1	1
2232022	3	1	1
2232022	4	1	1
2232022	5	1	1
2232022	6	1	1
2232022	7	1	1
2232022	8	1	1
2232022	9	1	1
2232242	1	1	1
2232242	2	1	1
2232311	1	0	1
2232311	3	1	1
2232311	4	1	1
2232311	5	1	1
2232311	6	1	1
2232311	7	1	1
2232312	1	1	1
2232312	2	1	1
2232312	3	1	1
2232312	4	1	1
2240323	2	0	1
2240340	1	1	1
2240340	2	1	1
2240340	3	1	1
2240341	1	1	1
2240341	2	1	1
2240404	3	0	1
2240422	1	1	1
2240422	2	1	1
2240423	2	1	1
2240423	3	1	1
2240423	4	1	1
2240423	5	1	1
2240423	6	0	1
2240425	1	1	1
2240425	2	1	1
2240425	3	1	1
2240425	4	1	1
2240438	1	1	1
2240439	1	1	1
2240439	2	1	1
2240547	1	1	1
2240547	2	1	1
2240607	2	1	1
2240607	3	1	1
2240607	4	1	1
2240607	5	1	1
2240607	6	0	1
2240669	1	1	1
2240753	2	1	1
2240753	3	0	1
2240802	1	1	1
2240802	2	1	1
2240804	1	0	1
2240804	3	0	1
2240823	2	0	1
2240846	1	0	1
2241125	2	0	1
2241133	1	1	1
2241133	2	1	1
2241133	3	1	1
2241133	4	1	1
2241133	5	1	1
2241133	6	1	1
2241133	7	1	1
2241133	8	1	1
2241134	1	1	1
2241135	1	0	1
2241137	1	1	1
2241137	2	1	1
2241166	2	0	1
2241226	1	0	1
2241252	2	0	1
2241267	5	0	1
2241267	7	0	1
2241268	1	1	1
2241268	2	1	1
2241268	3	1	1
2241268	4	1	1
2241268	5	1	1
2241268	6	1	1
2241268	7	1	1
2241268	8	1	1
2241268	9	1	1
2241268	10	1	1
2241268	11	1	1
2241268	12	0	1
2241416	1	1	1
2241417	1	1	1
2241417	2	1	1
2241418	1	0	1
2241418	3	1	1
2241418	4	1	1
2241437	1	0	1
2241524	1	1	1
2241524	2	1	1
2241524	3	0	1
2241853	2	0	1
2241862	1	1	1
2241862	2	1	1
2241862	3	1	1
2241862	4	1	1
2241905	2	0	1
2241926	1	1	1
2241926	2	1	1
2241926	3	1	1
2241926	4	1	1
2241926	5	1	1
2241926	6	1	1
2241926	7	1	1
2242230	1	1	1
2242230	2	1	1
2242230	3	1	1
2242230	4	1	1
2242230	5	1	1
2242247	1	1	1
2242247	2	1	1
2242247	3	1	1
2242247	4	1	1
2242247	5	1	1
2242452	2	0	1
2242473	1	0	1
2242639	1	1	1
2242639	2	1	1
2242744	2	0	1
2242860	1	1	1
2242860	2	1	1
2242860	3	1	1
2242860	4	1	1
2242860	5	1	1
2242860	6	1	1
2242860	7	1	1
2242860	8	1	1
2242860	9	1	1
2242947	1	1	1
2242947	2	0	1
2242970	1	1	1
2242970	2	1	1
2242973	1	1	1
2242973	2	1	1
2243222	1	0	1
2243302	2	0	1
2243303	3	0	1
2243339	1	1	1
2243339	2	1	1
2243375	1	1	1
2243375	2	1	1
2243502	1	1	1
2243502	2	1	1
2243502	3	1	1
2243512	1	0	1
2243669	2	0	1
2243720	1	1	1
2243720	2	1	1
2243720	3	1	1
2243720	4	1	1
2243770	1	1	1
2243770	2	0	1
2243770	4	0	1
2243770	6	1	1
2243918	1	1	1
2243918	2	1	1
2250119	1	1	1
2250119	2	1	1
2250201	1	0	1
2250201	3	1	1
2250201	4	1	1
2250205	1	1	1
2250205	2	1	1
2250205	3	1	1
2250647	1	1	1
2250647	2	1	1
2250648	1	1	1
2250648	2	1	1
2250648	3	1	1
2250648	4	1	1
2250648	5	1	1
2250725	2	0	1
2251209	2	1	1
2251209	3	1	1
2251209	4	1	1
2251209	5	1	1
2251209	6	1	1
2251209	7	1	1
2251209	8	1	1
2251209	9	1	1
2251209	10	0	1
2251332	1	1	1
2251332	2	1	1
2251409	1	1	1
2251409	2	1	1
2251514	1	1	1
2251514	2	1	1
2251514	3	1	1
2251514	4	1	1
2251514	5	1	1
2251514	6	1	1
2251514	7	1	1
2251514	8	1	1
2251514	9	1	1
2251829	1	1	1
2251829	2	1	1
2251829	3	0	1
2251942	1	0	1
2251948	1	1	1
2251948	2	1	1
2251949	1	0	1
2252045	1	1	1
2252045	2	1	1
2252045	3	1	1
2252061	1	0	1
2252111	1	1	1
2252111	2	1	1
2252112	1	1	1
2252112	2	1	1
2252165	1	0	1
2252165	3	1	1
2252165	4	1	1
2252165	5	1	1
2252165	6	1	1
2252171	1	0	1
2252366	2	1	1
2252366	3	1	1
2252366	4	0	1
2252505	2	0	1
2260351	1	1	1
2260351	2	1	1
2260351	3	1	1
2260353	1	1	1
2260353	2	1	1
2260416	2	1	1
2260416	3	1	1
2260416	4	1	1
2260416	5	0	1
2260549	2	0	1
2260731	2	0	1
2260732	2	0	1
2260733	1	1	1
2260733	2	1	1
2260928	1	0	1
2261052	1	1	1
2261052	2	1	1
2261116	1	1	1
2261116	2	1	1
2261143	2	0	1
2261336	1	1	1
2261336	2	1	1
2261410	2	0	1
2261528	1	1	1
2261674	1	1	1
2261674	2	1	1
2261702	1	1	1
2261702	2	1	1
2261702	3	1	1
2270372	1	1	1
2270372	2	1	1
2270414	1	1	1
2270414	2	1	1
2270444	1	1	1
2270444	2	1	1
2270444	3	1	1
2270444	4	1	1
2270444	5	1	1
2270547	1	1	1
2270547	2	1	1
2270613	2	1	1
2270613	3	1	1
2270614	1	1	1
2270614	2	1	1
2270801	1	1	1
2270801	2	1	1
2270961	1	1	1
2270961	2	1	1
2270963	1	1	1
2270963	2	1	1
2271012	2	0	1
2271021	2	1	1
2271021	3	0	1
2271021	5	0	1
2271021	7	0	1
2271108	1	1	1
2271108	2	1	1
2271110	1	1	1
2271110	2	1	1
2271135	1	1	1
2271135	2	1	1
2271135	3	1	1
2271135	4	1	1
2271135	5	1	1
2271135	6	1	1
2271135	7	1	1
2271341	1	1	1
2271341	2	1	1
2271341	3	1	1
2271341	4	0	1
2271342	1	1	1
2271342	2	1	1
2271342	3	1	1
2271342	4	1	1
2271342	5	1	1
2271342	6	1	1
2271342	7	1	1
2271342	8	1	1
2271342	9	1	1
2271342	10	1	1
2271342	11	1	1
2271342	12	0	1
2271344	2	0	1
2271440	1	1	1
2271440	2	1	1
2271440	3	1	1
2271453	1	1	1
2271453	2	1	1
2271456	1	1	1
2271456	2	1	1
2271844	1	1	1
2271844	2	1	1
2271844	3	1	1
2271844	4	1	1
2271845	1	1	1
2271845	2	1	1
2271848	1	1	1
2271848	2	1	1
2271848	3	1	1
2272022	1	1	1
2272022	2	1	1
2272022	3	1	1
2272039	1	1	1
2272039	2	1	1
2272039	3	1	1
2272039	4	1	1
2272039	5	1	1
2272039	6	1	1
2272039	7	1	1
2272039	8	1	1
2272039	9	1	1
2272039	10	1	1
2272118	1	1	1
2272118	2	1	1
2272161	1	1	1
2272161	2	1	1
2272161	3	1	1
2272161	4	1	1
2272235	3	1	1
2272258	1	1	1
2272258	2	1	1
2272274	1	1	1
2272274	2	1	1
2272310	1	1	1
2272310	2	1	1
2272310	3	1	1
2272310	4	1	1
2272459	1	1	1
2272459	2	1	1
2272459	3	1	1
2272459	4	1	1
2272459	5	0	1
2272526	1	1	1
2272526	2	1	1
2272555	2	1	1
2272555	3	0	1
2272561	2	0	1
2272561	4	0	1
2272656	1	1	1
2272656	2	1	1
2272657	1	1	1
2272657	2	1	1
2272657	3	1	1
2272753	2	0	1
2272772	1	0	1
2272819	1	1	1
2272819	2	1	1
2272840	2	0	1
2272874	1	1	1
2272874	2	1	1
2272874	3	1	1
2272874	4	1	1
2272913	1	1	1
2272913	2	1	1
2273027	1	1	1
2273027	2	1	1
2273029	1	1	1
2273029	2	1	1
2273102	1	1	1
2273102	2	0	1
2273111	1	1	1
2273111	2	1	1
2273111	3	1	1
2273111	4	1	1
2273111	5	1	1
2273111	6	1	1
2280121	2	0	1
2280130	2	0	1
2280225	1	1	1
2280225	2	1	1
2280225	3	1	1
2280225	4	1	1
2280303	1	0	1
2280366	1	0	1
2280463	2	0	1
2280730	1	0	1
2280837	1	1	1
2280837	2	1	1
2280837	3	1	1
2280837	4	1	1
2280837	5	1	1
2280837	6	1	1
2280837	7	1	1
2280837	8	1	1
2280837	9	0	1
2280848	1	0	1
2280942	1	1	1
2280961	1	0	1
2281075	2	0	1
2281232	1	1	1
2281232	2	1	1
2281254	4	0	1
2281308	1	1	1
2281308	2	1	1
2281332	2	1	1
2281332	3	0	1
2281334	4	0	1
2281365	1	1	1
2281365	2	0	1
2281365	9	1	1
2281511	1	1	1
2281511	2	1	1
2281511	3	0	1
2281537	1	1	1
2281537	2	1	1
2281537	3	1	1
2281537	4	1	1
2281537	5	1	1
2281537	6	1	1
2281537	7	1	1
2281537	8	1	1
2281537	9	1	1
2281537	10	1	1
2281537	11	1	1
2281537	12	0	1
2281538	1	1	1
2281538	2	1	1
2281619	2	0	1
2281713	1	1	1
2281713	2	0	1
2281713	4	1	1
2282105	1	1	1
2282105	2	1	1
2282149	1	1	1
2282166	1	0	1
2282322	1	0	1
2282343	1	1	1
2282343	2	1	1
2282447	1	1	1
2282447	2	1	1
2282447	3	1	1
2282447	4	1	1
2282447	5	1	1
2282447	6	1	1
2290333	1	1	1
2290333	2	1	1
2290333	3	1	1
2290373	1	1	1
2290373	2	1	1
2290407	1	1	1
2290407	2	1	1
2290430	1	1	1
2290430	2	1	1
2290430	3	1	1
2290430	4	1	1
2290469	1	1	1
2290469	2	1	1
2290664	1	1	1
2290664	2	1	1
2290806	1	1	1
2290806	2	1	1
2290847	1	1	1
2290847	2	1	1
2290847	3	1	1
2290859	1	1	1
2290859	2	1	1
2290859	3	1	1
2290859	4	1	1
2290859	5	1	1
2290859	6	1	1
2290859	7	1	1
2290859	8	1	1
2290859	9	1	1
2291074	2	0	1
2291213	1	1	1
2291213	2	1	1
2291213	3	0	1
2291213	6	1	1
2291435	1	0	1
2291435	3	1	1
2291435	4	0	1
2291533	1	0	1
2291674	1	1	1
2291674	2	1	1
2291674	3	1	1
2291674	4	1	1
2291737	1	1	1
2291737	2	1	1
2291737	3	1	1
2291737	4	1	1
2291737	5	1	1
2291738	1	1	1
2291738	2	1	1
2291739	1	1	1
2291739	2	1	1
2291739	3	1	1
2291739	4	1	1
2291739	5	1	1
2291739	6	1	1
2291739	7	1	1
2291739	8	1	1
2291739	9	1	1
2291739	10	1	1
2291739	11	1	1
2291739	12	0	1
2291747	1	1	1
2291747	2	1	1
2291819	1	1	1
2291819	2	1	1
2291819	3	1	1
2291819	4	1	1
2291819	5	1	1
2291868	1	0	1
2291869	1	1	1
2291869	2	1	1
2291910	1	0	1
2291949	2	0	1
2292102	1	1	1
2292102	2	1	1
2292123	1	1	1
2292134	1	1	1
2292134	2	1	1
2292134	3	1	1
2292344	1	0	1
2292428	1	1	1
2292428	2	1	1
2292428	3	1	1
2292428	4	1	1
2292428	5	1	1
2292428	6	1	1
2292428	7	1	1
2292428	8	1	1
2292433	1	1	1
2292433	2	1	1
2292433	3	1	1
2292433	4	1	1
2292443	2	0	1
2310320	2	0	1
2310444	3	0	1
2310514	1	1	1
2310514	2	0	1
2320211	1	1	1
2320211	2	1	1
2330138	2	0	1
2330258	2	0	1
2330518	1	0	1
2330518	3	0	1
2330671	1	1	1
2330671	2	1	1
2330671	3	1	1
2330671	4	1	1
2330671	5	1	1
2330671	6	1	1
2330671	7	1	1
2330671	8	1	1
2330671	9	1	1
2330671	10	1	1
2330671	11	1	1
2330671	12	0	1
2330731	4	0	1
2340119	1	1	1
2340119	2	1	1
2340244	2	0	1
2340275	1	1	1
2340275	2	1	1
2340275	3	0	1
