k00	f00	Ankunft_MRH	Abfahrt_MRH
2272022	1	1	1
2272022	2	1	1
2272022	3	1	1
2272039	1	1	1
2272039	2	1	1
2272039	3	1	1
2272039	4	1	1
2272039	5	1	1
2272039	6	1	1
2272039	7	1	1
2272039	8	1	1
2272039	9	1	1
2272039	10	1	1
2272103	1	1	1
2272103	2	1	1
2272103	3	1	1
2272118	1	1	1
2272118	2	1	1
2272136	1	1	1
2272161	1	1	1
2272161	2	1	1
2272161	3	1	1
2272161	4	1	1
2272204	1	1	1
2272204	2	1	1
2272204	3	1	1
2272204	4	1	1
2272210	9	1	0
2272235	2	1	0
2272235	3	1	1
2272258	1	1	1
2272258	2	1	1
2272274	1	1	1
2272274	2	1	1
2272310	1	1	1
2272310	2	1	1
2272310	3	1	1
2272310	4	1	1
2272353	1	1	1
2272353	2	1	1
2272422	1	1	1
2272422	2	1	1
2272459	1	1	1
2272459	2	1	1
2272459	3	1	1
2272459	4	1	1
2272459	5	1	1
2272459	6	1	1
2272526	1	1	1
2272526	2	1	1
2272554	2	1	0
2272555	1	1	1
2272555	2	1	1
2272555	3	1	1
2272561	1	1	1
2272561	3	1	0
2272561	4	1	1
2272656	1	1	1
2272656	2	1	1
2272657	1	1	1
2272657	2	1	1
2272657	3	1	1
2272674	1	1	1
2272674	2	1	1
2272674	3	1	1
2272674	4	1	1
2272674	5	1	1
2272674	6	1	1
2272674	7	1	1
2272674	8	1	1
2272674	9	1	1
2272674	10	1	1
2272674	11	1	1
2272753	1	1	1
2272753	2	1	1
2272758	1	1	1
2272758	2	1	1
2272758	3	1	1
2272760	2	1	0
2272772	1	1	1
2272772	2	1	1
2272819	1	1	1
2272819	2	1	1
2272840	1	1	1
2272840	2	1	1
2272874	1	1	1
2272874	2	1	1
2272874	3	1	1
2272874	4	1	1
2272913	1	1	1
2272913	2	1	1
2273027	1	1	1
2273027	2	1	1
2273029	1	1	1
2273029	2	1	1
2273038	1	1	1
2273038	2	1	1
2273102	1	1	1
2273102	2	1	1
2273102	3	1	1
2273111	1	1	1
2273111	2	1	1
2273111	3	1	1
2273111	4	1	1
2273111	5	1	1
2273111	6	1	1
2280121	1	1	1
2280121	2	1	1
2280122	4	1	0
2280130	1	1	0
2280225	1	1	1
2280225	2	1	1
2280225	3	1	1
2280225	4	1	1
2280232	1	1	1
2280232	2	1	1
2280241	8	1	0
2280267	1	1	1
2280303	1	1	1
2280303	2	1	1
2280366	1	1	1
2280366	2	1	1
2280445	1	1	1
2280445	2	1	1
2280445	3	1	1
2280445	4	1	1
2280445	5	1	1
2280463	1	1	1
2280463	2	1	1
2280516	2	1	0
2280549	2	1	0
2280549	3	1	1
2280549	4	1	1
2280709	1	1	0
2280730	1	1	1
2280730	2	1	1
2280837	1	1	1
2280837	2	1	1
2280837	3	1	1
2280837	4	1	1
2280837	5	1	1
2280837	6	1	1
2280837	7	1	1
2280837	8	1	1
2280837	9	1	1
2280837	10	1	1
2280942	1	1	1
2280955	1	1	1
2280955	2	1	1
2280961	1	1	1
2280961	2	1	1
2280961	3	1	1
2280969	1	1	1
2280969	2	1	1
2281026	1	1	1
2281026	2	1	1
2281026	3	1	1
2281026	4	1	1
2281044	1	1	1
2281044	2	1	1
2281044	3	1	1
2281044	4	1	1
2281044	5	1	1
2281044	6	1	1
2281044	7	1	1
2281044	8	1	1
2281044	9	1	1
2281075	1	1	0
2281232	1	1	1
2281232	2	1	1
2281254	1	1	1
2281254	2	1	1
2281254	3	1	1
2281254	4	1	1
2281308	1	1	1
2281308	2	1	1
2281332	1	1	1
2281332	2	1	1
2281332	3	1	1
2281332	4	1	1
2281332	5	1	1
2281334	3	1	0
2281365	1	1	1
2281365	8	1	0
2281365	9	1	1
2281511	1	1	1
2281511	2	1	1
2281511	3	1	1
2281511	4	1	1
2281537	1	1	1
2281537	2	1	1
2281537	3	1	1
2281537	4	1	1
2281537	5	1	1
2281537	6	1	1
2281537	7	1	1
2281537	8	1	1
2281537	9	1	1
2281537	10	1	1
2281537	11	1	1
2281538	1	1	1
2281538	2	1	1
2281606	1	1	1
2281619	1	1	1
2281619	2	1	1
2281621	1	1	1
2281621	2	1	1
2281713	1	1	1
2281713	3	1	0
2281713	4	1	1
2281816	1	1	1
2281816	2	1	1
2281816	3	1	1
2281816	4	1	1
2281827	1	1	0
2282105	1	1	1
2282105	2	1	1
2282149	1	1	1
2282166	1	1	1
2282166	2	1	1
2282261	3	1	0
2282306	6	1	0
2282306	7	1	1
2282306	8	1	1
2282306	9	1	1
2282306	10	1	1
2282322	3	1	0
2282338	1	1	1
2282338	2	1	1
2282338	3	1	1
2282338	4	1	1
2282343	1	1	1
2282343	2	1	1
2282411	1	1	1
2282411	2	1	1
2282436	1	1	1
2282436	2	1	1
2282437	2	1	0
2282447	1	1	1
2282447	2	1	1
2282447	3	1	1
2282447	4	1	1
2282447	5	1	1
2282447	6	1	1
2290305	2	1	0
2290333	1	1	1
2290333	2	1	1
2290333	3	1	1
2290373	1	1	1
2290373	2	1	1
2290407	1	1	1
2290407	2	1	1
2290430	1	1	1
2290430	2	1	1
2290430	3	1	1
2290430	4	1	1
2290469	1	1	1
2290469	2	1	1
2290664	1	1	1
2290664	2	1	1
2290806	1	1	1
2290806	2	1	1
2290813	1	1	1
2290813	2	1	1
2290813	3	1	1
2290813	4	1	1
2290847	1	1	1
2290847	2	1	1
2290847	3	1	1
2290859	1	1	1
2290859	2	1	1
2290859	3	1	1
2290859	4	1	1
2290859	5	1	1
2290859	6	1	1
2290859	7	1	1
2290859	8	1	1
2290859	9	1	1
2291074	1	1	0
2291166	1	1	1
2291166	2	1	1
2291166	3	1	1
2291166	4	1	1
2291166	5	1	1
2291166	6	1	1
2291166	7	1	1
2291166	8	1	1
2291166	9	1	1
2291204	2	1	0
2291213	1	1	1
2291213	2	1	1
2291213	5	1	0
2291213	6	1	1
2291407	1	1	0
2291435	1	1	1
2291435	2	1	1
2291435	3	1	1
2291435	4	1	1
2291435	5	1	1
2291533	1	1	1
2291533	3	1	0
2291674	1	1	1
2291674	2	1	1
2291674	3	1	1
2291674	4	1	1
2291720	3	1	0
2291737	1	1	1
2291737	2	1	1
2291737	3	1	1
2291737	4	1	1
2291737	5	1	1
2291738	1	1	1
2291738	2	1	1
2291739	1	1	1
2291739	2	1	1
2291739	3	1	1
2291739	4	1	1
2291739	5	1	1
2291739	6	1	1
2291739	7	1	1
2291739	8	1	1
2291739	9	1	1
2291739	10	1	1
2291739	11	1	1
2291747	1	1	1
2291747	2	1	1
2291819	1	1	1
2291819	2	1	1
2291819	3	1	1
2291819	4	1	1
2291819	5	1	1
2291849	1	1	1
2291849	2	1	1
2291849	3	1	1
2291849	4	1	1
2291868	1	1	1
2291868	2	1	1
2291869	1	1	1
2291869	2	1	1
2291910	3	1	0
2291949	1	1	1
2291949	2	1	1
2291961	1	1	1
2291961	2	1	1
2292028	1	1	1
2292028	2	1	1
2292028	3	1	1
2292028	4	1	1
2292102	1	1	1
2292102	2	1	1
2292123	1	1	1
2292134	1	1	1
2292134	2	1	1
2292134	3	1	1
2292145	1	1	0
2292148	2	1	0
2292148	3	1	1
2292148	4	1	1
2292148	5	1	1
2292148	6	1	1
2292148	7	1	1
2292160	1	1	1
2292160	2	1	1
2292201	1	1	1
2292201	2	1	1
2292206	1	1	1
2292206	2	1	1
2292206	3	1	1
2292206	4	1	1
2292308	1	1	1
2292308	2	1	1
2292308	3	1	1
2292344	1	1	1
2292344	2	1	1
2292423	1	1	0
2292428	1	1	1
2292428	2	1	1
2292428	3	1	1
2292428	4	1	1
2292428	5	1	1
2292428	6	1	1
2292428	7	1	1
2292428	8	1	1
2292433	1	1	1
2292433	2	1	1
2292433	3	1	1
2292433	4	1	1
2292443	1	1	1
2292443	2	1	1
2292452	1	1	0
2310261	1	1	1
2310261	2	1	1
2310320	1	1	0
2310322	1	1	0
2310349	1	1	0
2310353	1	1	0
2310355	2	1	0
2310444	2	1	0
2310514	1	1	1
2310514	2	1	1
2310514	3	1	1
2310514	4	1	1
2310636	2	1	0
2320211	1	1	1
2320211	2	1	1
2330138	1	1	0
2330258	1	1	1
2330258	2	1	1
2330518	1	1	1
2330518	2	1	1
2330518	3	1	1
2330671	1	1	1
2330671	2	1	1
2330671	3	1	1
2330671	4	1	1
2330671	5	1	1
2330671	6	1	1
2330671	7	1	1
2330671	8	1	1
2330671	9	1	1
2330671	10	1	1
2330671	11	1	1
2330731	1	1	1
2330731	2	1	1
2330731	3	1	1
2330731	4	1	1
2330731	5	1	1
2330731	6	1	1
2340119	1	1	1
2340119	2	1	1
2340244	1	1	1
2340244	2	1	1
2340255	1	1	1
2340255	2	1	1
2340255	3	1	1
2340256	1	1	0
2340275	1	1	1
2340275	2	1	1
2340275	3	1	1
2340275	4	1	1
2340302	1	1	1
2340302	2	1	1
2340332	1	1	1
2340332	2	1	1
2340332	3	1	1
2340332	4	1	1
2340358	1	1	1
2340358	2	1	1
2340358	3	1	1
2340358	4	1	1
2340358	5	1	1
2340358	6	1	1
2340358	7	1	1
2340358	8	1	1
2340358	9	1	1
2340358	10	1	1
2340416	1	1	1
2340416	2	1	1
2340416	3	1	1
2340416	4	1	1
2340460	1	1	1
2340460	2	1	1
2340461	1	1	1
2340461	2	1	1
2340461	3	1	1
2340461	4	1	1
2340464	1	1	1
2340464	2	1	1
2340464	3	1	1
2340464	4	1	1
2340468	1	1	1
2340468	2	1	1
2340474	1	1	1
2340531	1	1	1
2340531	2	1	1
2340531	3	1	1
2340531	4	1	1
2340531	5	1	1
2340531	6	1	1
2340531	7	1	1
2340531	8	1	1
2340531	9	1	1
2340531	10	1	1
2340531	11	1	1
2340553	1	1	1
2340553	2	1	1
2340553	3	1	1
2340553	4	1	1
2340553	5	1	1
2340553	6	1	1
2340553	7	1	1
2340553	8	1	1
2340553	9	1	1
2340553	10	1	1
2340553	11	1	1
2340555	1	1	1
2340555	2	1	1
2340557	1	1	1
2340557	2	1	1
2340557	3	1	1
2340557	4	1	1
2340557	5	1	1
2340574	2	1	0
2340574	3	1	1
2340813	1	1	1
2340831	1	1	1
2340831	2	1	1
2340832	1	1	1
2340832	2	1	1
2340922	1	1	0
2340922	2	1	1
2340922	3	1	1
2340922	4	1	1
2340923	1	1	1
2340923	2	1	1
2340923	3	1	1
2340923	4	1	1
2340923	5	1	1
2340923	6	1	1
2340923	7	1	1
2341057	1	1	1
2341057	2	1	1
2341102	1	1	1
2341102	2	1	1
2341137	1	1	1
2341137	2	1	1
2341365	1	1	1
2341365	2	1	1
2341373	1	1	1
2341373	2	1	1
2341373	3	1	1
2341373	4	1	1
2341473	1	1	1
2341473	2	1	1
2341473	3	1	1
2341473	4	1	1
2341473	5	1	1
2341473	6	1	1
2341474	1	1	1
2341474	2	1	1
2341474	3	1	1
2341474	4	1	1
2341474	5	1	1
2341474	6	1	1
2341474	7	1	1
2341474	8	1	1
2341523	1	1	1
2341523	2	1	1
2350139	1	1	1
2350139	2	1	1
2350139	3	1	1
2350141	1	1	1
2350141	2	1	1
2350149	1	1	1
2350149	2	1	1
2350153	1	1	1
2350153	2	1	1
2350165	1	1	1
2350165	2	1	1
2350165	3	1	1
2350165	4	1	1
2350166	1	1	1
2350166	2	1	1
2350166	3	1	1
2350207	1	1	1
2350207	2	1	1
2350237	1	1	0
2350453	1	1	0
2350457	1	1	0
2350646	1	1	1
2350646	2	1	1
2350671	1	1	1
2350671	2	1	1
2350671	3	1	1
2350672	1	1	1
2350672	2	1	1
2350672	3	1	1
2350672	4	1	1
2350672	5	1	1
2350672	6	1	1
2350672	7	1	1
2350672	8	1	1
2350827	2	1	0
2350830	1	1	1
2350830	2	1	1
2350932	1	1	1
2350932	2	1	1
2350932	3	1	1
2351212	1	1	1
2351212	2	1	1
2351213	1	1	1
2351213	2	1	1
2351213	3	1	1
2351214	1	1	1
2351214	2	1	1
2351216	1	1	1
2351216	2	1	1
2351216	3	1	1
2351217	1	1	1
2351217	2	1	1
2351217	11	1	0
2351342	1	1	1
2351342	2	1	1
2351345	2	1	0
2351638	1	1	1
2351638	2	1	1
2351672	1	1	1
2351672	2	1	1
2351731	1	1	1
2351731	2	1	1
2352206	1	1	0
2352364	3	1	0
2352542	1	1	0
2352542	2	1	1
2352640	1	1	1
2352640	2	1	1
2352640	3	1	1
2352640	4	1	1
2352640	5	1	1
2352640	6	1	1
2352669	1	1	1
2352669	2	1	1
2352843	1	1	1
2352843	2	1	1
2352843	3	1	1
2352844	1	1	1
2352844	2	1	1
2352844	3	1	1
2352844	4	1	1
2352844	5	1	1
2352844	6	1	1
2352952	1	1	1
2352952	3	1	0
2353005	1	1	1
2353005	2	1	1
2353016	1	1	0
2353049	1	1	1
2353049	2	1	1
2353049	3	1	1
2353049	4	1	1
2353049	5	1	1
2353049	6	1	1
2353049	7	1	1
2353131	1	1	1
2353131	2	1	1
2353131	3	1	1
2353131	4	1	1
2353131	5	1	1
2353131	6	1	1
2353131	7	1	1
2353131	8	1	1
2353131	9	1	1
2353131	10	1	1
2353131	11	1	1
2353159	1	1	1
2353159	2	1	1
2353175	1	1	1
2353175	2	1	1
2353175	3	1	1
2353201	1	1	1
2353201	2	1	1
2353201	3	1	1
2353201	4	1	1
2353201	5	1	1
2353203	1	1	1
2353203	2	1	1
2353205	1	1	1
2353205	2	1	1
2353253	1	1	1
2353253	2	1	1
2353253	3	1	1
2353253	4	1	1
2353258	1	1	1
2353258	2	1	1
2353258	3	1	1
2353258	4	1	1
2353258	5	1	1
2353258	6	1	1
2353272	1	1	1
2353272	2	1	1
2353336	1	1	1
2353336	2	1	1
2353338	1	1	1
2353338	2	1	1
2353338	3	1	1
2353338	4	1	1
2353338	5	1	1
2353339	1	1	1
2353339	2	1	1
2353339	3	1	1
2353339	4	1	1
2353340	1	1	1
2353340	2	1	1
2353340	3	1	1
2353340	4	1	1
2353340	5	1	1
2353340	6	1	1
2353340	7	1	1
2353340	8	1	1
2353359	1	1	1
2353359	2	1	1
2353359	3	1	1
2353359	4	1	1
2353359	5	1	1
2353359	6	1	1
2353419	1	1	1
2353419	2	1	1
2353421	1	1	1
2353421	2	1	1
2353421	3	1	1
2353421	4	1	1
2353421	5	1	1
2353421	6	1	1
2353526	1	1	1
2353526	2	1	1
2353526	3	1	1
2353526	4	1	1
2353526	5	1	1
2353526	6	1	1
2353526	7	1	1
2353526	8	1	1
2353527	1	1	1
2353527	2	1	1
2353527	3	1	1
2353527	4	1	1
2353527	5	1	1
2353622	2	1	0
2353645	1	1	0
2353667	1	1	1
2353667	2	1	1
2353667	3	1	1
2353667	4	1	1
2353667	5	1	1
2353667	6	1	1
2353745	1	1	1
2353745	2	1	1
2353745	3	1	1
2353745	4	1	1
2353745	5	1	1
2353817	1	1	0
2353871	1	1	1
2353871	2	1	1
2353872	1	1	1
2353872	2	1	1
2353940	1	1	1
2353940	2	1	1
2353945	1	1	1
2353945	2	1	1
2353954	1	1	1
2353954	2	1	1
2353954	3	1	1
2353954	4	1	1
2353970	1	1	1
2353970	2	1	1
2354033	1	1	1
2354072	1	1	1
2354072	2	1	1
2354119	1	1	1
2354119	2	1	1
2354119	3	1	1
2354119	4	1	1
2354138	1	1	1
2354138	2	1	1
2354139	1	1	1
2354139	2	1	1
2354141	1	1	1
2354141	2	1	1
2354171	1	1	1
2354171	2	1	1
2354251	1	1	1
2354251	2	1	1
2354252	1	1	1
2354252	2	1	1
2354252	3	1	1
2354252	4	1	1
2354271	1	1	1
2354607	1	1	1
2354607	2	1	1
2354607	3	1	1
2354607	4	1	1
2354614	1	1	1
2354614	2	1	1
2354640	1	1	0
2354665	1	1	1
2354665	2	1	1
2354665	3	1	1
2354665	4	1	1
2354665	5	1	1
2354665	6	1	1
2354667	1	1	1
2354667	2	1	1
2354667	3	1	1
2354667	4	1	1
2354667	5	1	1
2354667	7	1	0
2354754	1	1	1
2354754	2	1	1
2354754	3	1	1
2354754	4	1	1
2354754	5	1	1
2360269	1	1	1
2360329	1	1	1
2360332	1	1	1
2360332	2	1	1
2360332	3	1	1
2360332	4	1	1
2360332	5	1	1
2360332	6	1	1
2360332	7	1	1
2360332	8	1	1
2360332	9	1	1
2360332	10	1	1
2360332	11	1	1
2360402	1	1	1
2360402	2	1	1
2360423	1	1	1
2360456	1	1	1
2360456	2	1	1
2360458	1	1	0
2360462	1	1	1
2360462	2	1	1
2360462	3	1	1
2360462	4	1	1
2360550	1	1	1
2360550	2	1	1
2360858	1	1	1
2360858	2	1	1
2360917	1	1	0
2360962	1	1	1
2360962	2	1	1
2361015	1	1	1
2361026	1	1	1
2361132	1	1	1
2361132	2	1	1
2361132	3	1	1
2361132	4	1	1
2361135	1	1	1
2361135	2	1	1
2361135	3	1	1
2361136	1	1	1
2361136	2	1	1
2361164	1	1	1
2361164	2	1	1
2361167	2	1	0
2361168	2	1	0
2361171	1	1	1
2361171	2	1	1
2361174	1	1	1
2361174	2	1	1
2361174	3	1	1
2361174	4	1	1
2361174	5	1	1
2361174	6	1	1
2361174	7	1	1
2361174	8	1	1
2361174	9	1	1
2361174	10	1	1
2361174	11	1	1
2361175	1	1	1
2361175	2	1	1
2361219	1	1	1
2361219	2	1	1
2361219	3	1	1
2361219	4	1	1
2361219	5	1	1
2361219	6	1	1
2361219	7	1	1
2361219	8	1	1
2361219	9	1	1
2361219	10	1	1
2361219	11	1	1
2361220	1	1	1
2361220	2	1	1
2361220	3	1	1
2361220	4	1	1
2361220	5	1	1
2361228	2	1	0
2361228	4	1	0
2361228	6	1	0
2361228	8	1	0
2361228	10	1	0
2361232	1	1	1
2361232	2	1	1
2361232	3	1	1
2361232	4	1	1
2361232	5	1	1
2361232	6	1	1
2361232	7	1	1
2361232	8	1	1
2361232	9	1	1
2361232	10	1	1
2361232	11	1	1
2361252	1	1	1
2361252	2	1	1
2361252	3	1	1
2361252	4	1	1
2361252	5	1	1
2361252	6	1	1
2361252	7	1	1
2361252	8	1	1
2361252	9	1	1
2361252	10	1	1
2361252	11	1	1
2361320	1	1	1
2361320	2	1	1
2361327	1	1	1
2361327	2	1	1
2361336	1	1	1
2361336	2	1	1
2361336	3	1	1
2361336	4	1	1
2361336	5	1	1
2361425	1	1	1
2361425	2	1	1
2361446	1	1	1
2361455	1	1	1
2361455	2	1	1
2361530	1	1	1
2361530	2	1	1
2361530	3	1	1
2361530	4	1	1
2361530	5	1	1
2361547	1	1	0
2361641	2	1	0
2361657	2	1	0
2361675	1	1	0
2361711	1	1	1
2361711	2	1	1
2361711	3	1	1
2361725	4	1	0
2361727	1	1	0
2361828	1	1	1
2361828	2	1	1
2361975	1	1	1
2361975	2	1	1
2361975	3	1	1
2361975	4	1	1
2361975	5	1	1
2362004	1	1	1
2362004	2	1	1
2362004	3	1	1
2362004	4	1	1
2362004	5	1	1
2362004	6	1	1
2362004	7	1	1
2362015	1	1	1
2362015	2	1	1
2362015	3	1	1
2362015	4	1	1
2362016	1	1	1
2362016	2	1	1
2362018	1	1	1
2362018	2	1	1
2362018	3	1	1
2362018	4	1	1
2362019	1	1	1
2362019	2	1	1
2362029	4	1	0
2362029	5	1	1
2362029	6	1	1
2362074	1	1	1
2362074	2	1	1
2362119	1	1	1
2362119	2	1	1
2362119	3	1	1
2362175	1	1	1
2362175	2	1	1
2362201	1	1	0
2362244	1	1	1
2362249	1	1	1
2362249	2	1	1
2362255	2	1	0
2362255	3	1	1
2362255	4	1	1
2362255	5	1	1
2362255	6	1	1
2362255	7	1	1
2362257	1	1	1
2362257	2	1	1
2362257	3	1	1
2362257	4	1	1
2362257	5	1	1
2362257	6	1	1
2362257	7	1	1
2362259	1	1	1
2362259	2	1	1
2362263	1	1	1
2362263	2	1	1
2362266	1	1	1
2362266	2	1	1
2362266	3	1	1
2362266	4	1	1
2362266	5	1	1
2362266	6	1	1
2362266	7	1	1
2362266	8	1	1
2362267	1	1	1
2362267	2	1	1
2362267	3	1	1
2362267	4	1	1
2362307	1	1	1
2362503	1	1	1
2362503	2	1	1
2362503	3	1	1
2362503	4	1	1
2362503	5	1	1
2362507	1	1	1
2362507	2	1	1
2370366	1	1	1
2370366	2	1	1
2370366	3	1	1
2370366	4	1	1
2370366	5	1	1
2370366	6	1	1
2370366	7	1	1
2370366	8	1	1
2370366	9	1	1
2370453	1	1	1
2370453	2	1	1
2370628	1	1	1
2370628	2	1	1
2370628	3	1	1
2370628	4	1	1
2370628	5	1	1
2370628	6	1	1
2370628	7	1	1
2370628	8	1	1
2370628	9	1	1
2370638	1	1	0
2370638	2	1	1
2370638	3	1	1
2370638	5	1	0
2370744	2	1	0
2370764	1	1	1
2370764	2	1	1
2370766	1	1	1
2370766	2	1	1
2370809	4	1	0
2370842	1	1	1
2370842	2	1	1
2370842	3	1	1
2370842	4	1	1
2370842	5	1	1
2370842	6	1	1
2370842	7	1	1
2370842	8	1	1
2370842	9	1	1
2370842	10	1	1
2370842	11	1	1
2370927	1	1	1
2370927	2	1	1
2370928	1	1	1
2370928	2	1	1
2370928	3	1	1
2370928	4	1	1
2370928	5	1	1
2370928	6	1	1
2370928	7	1	1
2370928	8	1	1
2370928	9	1	1
2370928	10	1	1
2370928	11	1	1
2370932	1	1	1
2370932	2	1	1
2371061	1	1	1
2371061	2	1	1
2371061	3	1	1
2371061	4	1	1
2371061	5	1	1
2371125	1	1	1
2371125	2	1	1
2371170	1	1	1
2371170	2	1	1
2371170	3	1	1
2371455	1	1	1
2371455	2	1	1
2371613	1	1	1
2371613	2	1	1
2371614	4	1	0
2371620	1	1	1
2371620	2	1	1
2371620	3	1	1
2371620	4	1	1
2371623	2	1	0
2371630	1	1	0
2371668	1	1	1
2371668	2	1	1
2371702	1	1	1
2371702	2	1	1
2371702	3	1	1
2371702	4	1	1
2371702	5	1	1
2371702	6	1	1
2371702	7	1	1
2371702	8	1	1
2371702	9	1	1
2371702	10	1	1
2371702	11	1	1
2371724	1	1	1
2371724	2	1	1
2371724	3	1	1
2371724	4	1	1
2371724	5	1	1
2371724	6	1	1
2371724	7	1	1
2371724	8	1	1
2371724	9	1	1
2371724	10	1	1
2371724	11	1	1
2371734	1	1	0
2371858	1	1	1
2371858	2	1	1
2371858	3	1	1
2371858	4	1	1
2371863	1	1	1
2371863	2	1	1
2371863	3	1	1
2371864	1	1	1
2371864	2	1	1
2371865	1	1	1
2371866	1	1	1
2371866	2	1	1
2371867	1	1	1
2371867	2	1	1
2371867	3	1	1
2371867	4	1	1
2371867	5	1	1
2371867	6	1	1
2371867	7	1	1
2371867	8	1	1
2371867	9	1	1
2371867	10	1	1
2371867	11	1	1
2371953	1	1	1
2371957	1	1	1
2371957	2	1	1
2371957	3	1	1
2371957	4	1	1
2371958	1	1	1
2371958	2	1	1
2372031	1	1	1
2372031	2	1	1
2372031	3	1	1
2372031	4	1	1
2372319	1	1	1
2372319	2	1	1
2372512	1	1	1
2372512	2	1	1
2372532	4	1	0
2372542	3	1	0
2372551	1	1	1
2372551	2	1	1
2372551	3	1	1
2372551	4	1	1
2372552	1	1	1
2372552	2	1	1
2372552	3	1	1
2372619	1	1	1
2372619	2	1	1
2372619	3	1	1
2372619	4	1	1
2372619	5	1	1
2372619	6	1	1
2372619	7	1	1
2372619	8	1	1
2372619	9	1	1
2372642	1	1	1
2372642	2	1	1
2372643	1	1	1
2372643	2	1	1
2372643	3	1	1
2372643	4	1	1
2372643	5	1	1
2372643	6	1	1
2372643	7	1	1
2372643	8	1	1
2372643	9	1	1
2372643	10	1	1
2372643	11	1	1
2372649	1	1	1
2372649	2	1	1
2372650	1	1	1
2372650	2	1	1
2372652	1	1	1
2372652	2	1	1
2372653	1	1	1
2372653	2	1	1
2372656	1	1	1
2372656	2	1	1
2372656	3	1	1
2372659	1	1	1
2372701	1	1	1
2372701	2	1	1
2372702	1	1	1
2372702	2	1	1
2372702	3	1	1
2372702	4	1	1
2372703	1	1	1
2372703	2	1	1
2372703	3	1	1
2372704	1	1	0
2372705	1	1	1
2372705	2	1	1
2372705	3	1	1
2372705	4	1	1
2372705	5	1	1
2372706	2	1	0
2372707	1	1	1
2372707	2	1	1
2372707	3	1	1
2372707	4	1	1
2372709	1	1	1
2372709	2	1	1
2372709	3	1	1
2372710	1	1	1
2372710	2	1	1
2372710	3	1	1
2372711	1	1	1
2372711	2	1	1
2372712	1	1	1
2372712	2	1	1
2372712	3	1	1
2372712	4	1	1
2372712	5	1	1
2372807	1	1	1
2372809	1	1	1
2372809	2	1	1
2372809	3	1	1
2372809	4	1	1
2372811	1	1	1
2372824	1	1	1
2372824	2	1	1
2372825	1	1	1
2372828	1	1	1
2372828	2	1	1
2372925	1	1	0
2372933	1	1	1
2373061	1	1	1
2373061	2	1	1
2373061	3	1	1
2373069	1	1	1
2373069	2	1	1
2373328	1	1	1
2373328	2	1	1
2373335	1	1	1
2373335	2	1	1
2373336	2	1	0
2373415	1	1	1
2373415	2	1	1
2373415	3	1	1
2373415	4	1	1
2380114	1	1	1
2380114	2	1	1
2380114	3	1	1
2380114	4	1	1
2380114	5	1	1
2380114	6	1	1
2380114	7	1	1
2380321	1	1	1
2380321	2	1	1
2380323	1	1	1
2380332	1	1	1
2380332	2	1	1
2380332	3	1	1
2380332	4	1	1
2380332	5	1	1
2380332	6	1	1
2380332	7	1	1
2380353	1	1	1
2380353	2	1	1
2380353	3	1	1
2380367	1	1	1
2380367	2	1	1
2380374	1	1	1
2380431	1	1	1
2380431	2	1	1
2380439	1	1	1
2380439	2	1	1
2380448	1	1	1
2380448	2	1	1
2380448	3	1	1
2380448	4	1	1
2380448	5	1	1
2380448	6	1	1
2380524	1	1	0
2380824	1	1	1
2380824	2	1	1
2380825	1	1	1
2380825	2	1	1
2380856	2	1	0
2380865	1	1	0
2380915	1	1	1
2380915	2	1	1
2380933	1	1	1
2380933	2	1	1
2380933	3	1	1
2381015	1	1	1
2381015	2	1	1
2381032	1	1	1
2381032	2	1	1
2381032	3	1	1
2381032	4	1	1
2381044	1	1	1
2381044	2	1	1
2381172	3	1	0
2381172	8	1	0
2381228	1	1	1
2381228	2	1	1
2381228	3	1	1
2381228	4	1	1
2381228	5	1	1
2381228	6	1	1
2381229	1	1	1
2381229	2	1	1
2381229	3	1	1
2381229	4	1	1
2381229	5	1	1
2381249	1	1	1
2381249	2	1	1
2381249	3	1	1
2381249	4	1	1
2381249	5	1	1
2381249	6	1	1
2381249	7	1	1
2381249	8	1	1
2381249	10	1	0
2381352	1	1	1
2381352	2	1	1
2381444	1	1	1
2381444	2	1	1
2381444	3	1	1
2381460	1	1	1
2381460	2	1	1
2381460	3	1	1
2381460	5	1	0
2381460	6	1	1
2381460	7	1	1
2381460	8	1	1
2381460	9	1	1
2381460	10	1	1
2381503	1	1	1
2381503	2	1	1
2381503	3	1	1
2381503	4	1	1
2381503	5	1	1
2381503	6	1	1
2381527	1	1	0
2381527	3	1	0
2381528	1	1	1
2381528	2	1	1
2381536	1	1	1
2381536	2	1	1
2381536	3	1	1
2381536	4	1	1
2381536	5	1	1
2381536	6	1	1
2381536	7	1	1
2381536	8	1	1
2381536	9	1	1
2381536	10	1	1
2381536	11	1	1
2381553	1	1	1
2381553	2	1	1
2381667	1	1	1
2381667	2	1	1
2381750	1	1	1
2381750	2	1	1
2381834	1	1	1
2381834	2	1	1
2381834	3	1	1
2381834	4	1	1
2381834	5	1	1
2381834	6	1	1
2381834	7	1	1
2381834	8	1	1
2381834	9	1	1
2381834	10	1	1
2381834	11	1	1
2381853	1	1	1
2381853	2	1	1
2381905	1	1	1
2381905	2	1	1
2381905	3	1	1
2381905	4	1	1
2381968	1	1	1
2382235	1	1	1
2382235	2	1	1
2382235	3	1	1
2382235	4	1	1
2382238	1	1	1
2382238	2	1	1
2382267	1	1	1
2382267	2	1	1
2382267	3	1	1
2382267	4	1	1
2382267	5	1	1
2382267	6	1	1
